id,marque,modele,annee,kilometrage,prix,carburant,transmission,couleur,ville,typeVendeur,datePublication,description
392,Ford,F-150,2016,195983,32750,ESSENCE,AUTOMATIQUE,Blanc,Vancouver,CONCESSIONNAIRE,2026-08-13,"A vendre Ford F-150 2016, 195 983 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Vancouver. Prix demande: 32 750 $."
393,Nissan,LEAF,2018,43980,29479,ELECTRIQUE,AUTOMATIQUE,Bleu,Montreal,CONCESSIONNAIRE,2025-12-21,"A vendre Nissan LEAF 2018, 43 980 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Montreal. Prix demande: 29 479 $."
394,Jaguar,I-Pace,2020,23323,83888,ELECTRIQUE,AUTOMATIQUE,Blanc,Vancouver,PARTICULIER,2025-12-27,"Superbe Jaguar I-Pace 2020 en excellente condition, 23 323 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Vancouver. Prix: 83 888 $ CAD, negociable."
395,Audi,A8,2019,62000,69990,HYBRIDE,AUTOMATIQUE,Noir,Calgary,CONCESSIONNAIRE,2025-12-03,"Audi A8 2019 de couleur noir, 62 000 km, en tres bon etat mecanique et esthetique. Moteur hybride, faible consommation, transmission automatique. Inspection recente reussie. Vendeur situe a Calgary. Prix: 69 990 $ CAD."
396,Tesla,Model X,2022,500,81990,ELECTRIQUE,AUTOMATIQUE,Noir,Surrey,CONCESSIONNAIRE,2026-04-30,"Tesla Model X 2022 de couleur noir, 500 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Surrey. Prix: 81 990 $ CAD."
397,Volvo,XC90,2022,22000,94580,HYBRIDE,AUTOMATIQUE,Gris,Toronto,PARTICULIER,2025-09-13,"Occasion a saisir: Volvo XC90 2022, seulement 22 000 km. Vehicule hybride, faible consommation, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 94 580 $."
398,Jeep,Grand,2020,50738,74500,ESSENCE,AUTOMATIQUE,Blanc,Hamilton,CONCESSIONNAIRE,2026-09-01,"A vendre Jeep Grand 2020, 50 738 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Hamilton. Prix demande: 74 500 $."
399,Mazda,CX-5,2023,500,33900,ESSENCE,AUTOMATIQUE,Rouge,Laval,CONCESSIONNAIRE,2025-08-31,"Superbe Mazda CX-5 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Laval. Prix: 33 900 $ CAD, negociable."
400,Volvo,V60,2023,2536,66954,ESSENCE,AUTOMATIQUE,Argent,Gatineau,PARTICULIER,2025-12-01,"A vendre Volvo V60 2023, 2 536 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur argent, aucun accident rapporte. Disponible a Gatineau. Prix demande: 66 954 $."
401,GMC,Terrain,2023,500,43343,ESSENCE,AUTOMATIQUE,Blanc,Laval,CONCESSIONNAIRE,2026-02-01,"Occasion a saisir: GMC Terrain 2023, seulement 500 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Laval. Prix: 43 343 $."
402,Infiniti,QX50,2019,49591,32898,ESSENCE,AUTOMATIQUE,Blanc,Montreal,PARTICULIER,2025-07-12,"A vendre Infiniti QX50 2019, 49 591 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Montreal. Prix demande: 32 898 $."
403,Tesla,Model 3,2021,25842,49995,ELECTRIQUE,AUTOMATIQUE,Gris,Hamilton,PARTICULIER,2025-08-13,"Tesla Model 3 2021 de couleur gris, 25 842 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Hamilton. Prix: 49 995 $ CAD."
404,Ford,Fusion,2020,71800,33999,HYBRIDE,AUTOMATIQUE,Noir,Vancouver,PARTICULIER,2026-01-20,"Ford Fusion 2020 de couleur noir, 71 800 km, en tres bon etat mecanique et esthetique. Moteur hybride, faible consommation, transmission automatique. Inspection recente reussie. Vendeur situe a Vancouver. Prix: 33 999 $ CAD."
405,Hyundai,Sonata,2015,8190,18565,ESSENCE,AUTOMATIQUE,Noir,St. John's,PARTICULIER,2025-08-01,"Occasion a saisir: Hyundai Sonata 2015, seulement 8 190 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de St. John's. Prix: 18 565 $."
406,Dodge,Grand,2017,140639,17888,ESSENCE,AUTOMATIQUE,Noir,Gatineau,PARTICULIER,2025-07-12,"Dodge Grand 2017 de couleur noir, 140 639 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Gatineau. Prix: 17 888 $ CAD."
407,Jeep,Grand,2015,175196,19995,DIESEL,AUTOMATIQUE,Noir,Montreal,PARTICULIER,2026-01-25,"Cette Jeep Grand 2015 (175 196 km) est en excellent etat. Carburant: diesel, economique en carburant, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 19 995 $ CAD, faire une offre."
408,Volvo,XC90 Recharge,2020,52529,52247,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Rouge,Mississauga,CONCESSIONNAIRE,2026-07-22,"Cette Volvo XC90 Recharge 2020 (52 529 km) est en excellent etat. Carburant: hybride rechargeable (PHEV), transmission automatique, couleur rouge. Vehicule non accidente, deuxieme proprietaire. Localisation: Mississauga. Prix affiche: 52 247 $ CAD, faire une offre."
409,Volvo,XC90 Recharge,2020,46768,55094,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Bleu,Quebec,CONCESSIONNAIRE,2026-01-08,"A vendre Volvo XC90 Recharge 2020, 46 768 km au compteur. Hybride rechargeable (phev) avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Quebec. Prix demande: 55 094 $."
410,Dodge,Grand,2018,128999,19900,ESSENCE,AUTOMATIQUE,Bleu,Gatineau,CONCESSIONNAIRE,2026-08-18,"A vendre Dodge Grand 2018, 128 999 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Gatineau. Prix demande: 19 900 $."
411,Chevrolet,Silverado,2013,227000,13500,ESSENCE,AUTOMATIQUE,Blanc,Mississauga,CONCESSIONNAIRE,2025-09-10,"A vendre Chevrolet Silverado 2013, 227 000 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Mississauga. Prix demande: 13 500 $."
412,Mazda,Mazda3,2010,189211,5888,ESSENCE,MANUELLE,Gris,London,PARTICULIER,2026-04-20,"Cette Mazda Mazda3 2010 (189 211 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur gris. Vehicule non accidente, deuxieme proprietaire. Localisation: London. Prix affiche: 5 888 $ CAD, faire une offre."
413,Mazda,CX-3,2016,160488,19400,ESSENCE,AUTOMATIQUE,Bleu,Vancouver,CONCESSIONNAIRE,2025-08-22,"Cette Mazda CX-3 2016 (160 488 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur bleu. Vehicule non accidente, deuxieme proprietaire. Localisation: Vancouver. Prix affiche: 19 400 $ CAD, faire une offre."
414,Hyundai,Ioniq,2020,46771,35490,HYBRIDE,MANUELLE,Noir,Calgary,PARTICULIER,2025-09-19,"Superbe Hyundai Ioniq 2020 en excellente condition, 46 771 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Calgary. Prix: 35 490 $ CAD, negociable."
415,Isuzu,NRR,2018,203525,72999,DIESEL,MANUELLE,Blanc,Trois-Rivieres,CONCESSIONNAIRE,2026-06-02,"Superbe Isuzu NRR 2018 en excellente condition, 203 525 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Trois-Rivieres. Prix: 72 999 $ CAD, negociable."
416,Subaru,Impreza,2010,200481,8780,ESSENCE,MANUELLE,Rouge,Toronto,PARTICULIER,2025-07-11,"Cette Subaru Impreza 2010 (200 481 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur rouge. Vehicule non accidente, deuxieme proprietaire. Localisation: Toronto. Prix affiche: 8 780 $ CAD, faire une offre."
417,Hyundai,Ioniq,2019,55753,36199,HYBRIDE,AUTOMATIQUE,Blanc,Surrey,CONCESSIONNAIRE,2026-08-18,"Occasion a saisir: Hyundai Ioniq 2019, seulement 55 753 km. Vehicule hybride, faible consommation, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Surrey. Prix: 36 199 $."
418,GMC,Sierra,2022,21586,69988,DIESEL,AUTOMATIQUE,Blanc,Montreal,CONCESSIONNAIRE,2026-07-08,"Occasion a saisir: GMC Sierra 2022, seulement 21 586 km. Vehicule diesel, economique en carburant, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Montreal. Prix: 69 988 $."
419,Mazda,CX-5,2021,26708,36995,ESSENCE,AUTOMATIQUE,Bleu,Montreal,PARTICULIER,2025-10-18,"A vendre Mazda CX-5 2021, 26 708 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Montreal. Prix demande: 36 995 $."
420,Nissan,LEAF,2019,72603,30595,ELECTRIQUE,AUTOMATIQUE,Blanc,Hamilton,PARTICULIER,2025-07-01,"A vendre Nissan LEAF 2019, 72 603 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Hamilton. Prix demande: 30 595 $."
